Date,Price,Open,High,Low,Vol,Change %
"Feb 12, 2020",41.75,41.75,41.75,41.75,0.01K,+2.23%
"Feb 11, 2020",40.84,40.84,40.84,40.84,0.02K,+1.82%
"Feb 10, 2020",40.11,40.11,40.11,40.11,,-1.28%
"Feb 07, 2020",40.63,40.63,40.63,40.63,0.00K,+0.74%
"Feb 06, 2020",40.33,40.33,40.33,40.33,0.01K,-0.91%
"Feb 05, 2020",40.7,40.55,40.55,40.55,0.02K,+1.98%
"Feb 04, 2020",39.91,39.91,39.91,39.91,,+0.53%
"Feb 03, 2020",39.7,39.7,39.7,39.7,,-2.43%
"Jan 31, 2020",40.69,40.69,40.69,40.69,,-1.12%
"Jan 30, 2020",41.15,41.15,41.15,41.15,,-1.91%
"Jan 29, 2020",41.95,41.95,41.95,41.95,0.01K,-0.94%
"Jan 28, 2020",42.35,42.3,42.3,42.3,0.01K,+0.69%
"Jan 27, 2020",42.06,42.06,42.06,42.06,0.00K,+0.07%
"Jan 24, 2020",42.03,42.03,42.03,42.03,,-0.02%
"Jan 23, 2020",42.04,42.04,42.04,42.04,,-2.73%
"Jan 22, 2020",43.22,43.22,43.22,43.22,,+0.16%
"Jan 21, 2020",43.15,43.15,43.15,43.15,,-0.30%
"Jan 20, 2020",43.28,43.28,43.28,43.28,,-1.88%
"Jan 17, 2020",44.11,44.1,44.1,44.1,0.00K,-0.23%
"Jan 16, 2020",44.21,44.21,44.21,44.21,0.01K,-0.63%
"Jan 15, 2020",44.49,44.49,44.49,44.49,,-0.02%
"Jan 14, 2020",44.5,44.5,44.5,44.5,,-2.13%
"Jan 13, 2020",45.47,45.47,45.47,45.47,,+0.49%
"Jan 10, 2020",45.25,45.25,45.25,45.25,,-0.51%
"Jan 09, 2020",45.48,44.85,44.85,44.85,0.01K,+1.22%
"Jan 08, 2020",44.93,44.87,44.87,44.87,0.00K,+0.02%
"Jan 07, 2020",44.92,44.95,44.95,44.95,0.01K,-0.35%
"Jan 06, 2020",45.08,45.45,45.45,45.45,0.00K,+0.18%
"Jan 03, 2020",45,45,45,45,,+1.81%
"Jan 02, 2020",44.2,44.2,44.2,44.2,,-2.64%
"Dec 30, 2019",45.4,45.4,45.4,45.4,,+5.21%
"Dec 27, 2019",43.15,43.15,43.15,43.15,,-1.62%
"Dec 23, 2019",43.86,43.86,43.86,43.86,0.01K,-1.81%
"Dec 20, 2019",44.67,44.35,44.35,44.35,0.01K,-0.62%
"Dec 19, 2019",44.95,44.95,44.95,44.95,,+0.74%
"Dec 18, 2019",44.62,44.62,44.62,44.62,0.00K,+0.59%
"Dec 17, 2019",44.36,44.36,44.36,44.36,0.01K,+1.35%
"Dec 16, 2019",43.77,43.77,43.77,43.77,,-1.60%
"Dec 13, 2019",44.48,44.48,44.48,44.48,,+0.16%
"Dec 12, 2019",44.41,43.87,44.5,43.87,0.02K,+0.16%
"Dec 11, 2019",44.34,44.25,44.25,44.25,0.01K,-0.27%
"Dec 10, 2019",44.46,44.46,44.46,44.46,0.00K,-1.18%
"Dec 09, 2019",44.99,44.99,44.99,44.99,,-1.06%
"Dec 06, 2019",45.47,45.47,45.47,45.47,0.01K,-0.18%
"Dec 05, 2019",45.55,45.55,45.55,45.55,0.01K,-0.68%
"Dec 04, 2019",45.86,45.86,45.86,45.86,,+0.15%
"Dec 03, 2019",45.79,46.3,46.3,46.3,0.00K,-1.02%
"Dec 02, 2019",46.26,46.26,46.26,46.26,,-1.32%
"Nov 29, 2019",46.88,46.88,46.88,46.88,,-1.28%
"Nov 28, 2019",47.49,47.9,47.9,47.9,0.01K,-0.46%
"Nov 27, 2019",47.71,47.5,47.5,47.5,0.01K,+1.58%
"Nov 26, 2019",46.97,46.97,46.97,46.97,0.00K,-1.70%
"Nov 25, 2019",47.78,47.78,47.78,47.78,0.02K,+0.36%
"Nov 22, 2019",47.61,47.61,47.61,47.61,,+1.88%
"Nov 21, 2019",46.73,46.85,46.85,46.85,0.01K,+0.89%
"Nov 20, 2019",46.32,46,46,46,0.00K,+0.22%
"Nov 19, 2019",46.22,46.15,46.15,46.1,0.01K,-0.32%
"Nov 18, 2019",46.37,46.37,46.37,46.37,0.01K,-0.81%
"Nov 15, 2019",46.75,46.75,46.75,46.75,,+0.56%
"Nov 14, 2019",46.49,46.75,46.75,46.75,0.00K,-0.34%
"Nov 13, 2019",46.65,46.65,46.65,46.65,,+0.04%
"Nov 12, 2019",46.63,46.63,46.63,46.63,,-1.83%
"Nov 11, 2019",47.5,47.25,47.25,47.25,0.01K,+0.02%
"Nov 08, 2019",47.49,47.49,47.49,47.49,0.00K,-0.59%
"Nov 07, 2019",47.77,47.77,47.77,47.77,0.00K,-0.91%
"Nov 06, 2019",48.21,48.15,48.15,48.15,0.01K,-0.50%
"Nov 05, 2019",48.45,48.45,48.45,48.45,,+1.11%
"Nov 04, 2019",47.92,47.92,47.92,47.92,0.00K,-0.27%
"Nov 01, 2019",48.05,48.05,48.05,48.05,0.00K,+0.10%
"Oct 31, 2019",48,48,48,48,0.00K,-0.21%
"Oct 30, 2019",48.1,48.1,48.1,48.1,0.00K,-0.46%
"Oct 29, 2019",48.32,48.32,48.32,48.32,0.01K,+0.77%
"Oct 28, 2019",47.95,47.95,47.95,47.95,0.00K,-1.17%
"Oct 25, 2019",48.52,48.52,48.52,48.52,0.01K,-0.49%
"Oct 24, 2019",48.76,48.76,48.76,48.76,0.00K,+0.02%
"Oct 23, 2019",48.75,48.75,48.75,48.75,,-1.18%
"Oct 22, 2019",49.33,49.33,49.33,49.33,,-2.08%
"Oct 21, 2019",50.38,50.25,50.25,50.25,0.01K,+0.66%
"Oct 18, 2019",50.05,50.05,50.05,50.05,0.00K,+0.32%
"Oct 17, 2019",49.89,50.4,50.4,50.4,0.01K,-1.01%
"Oct 16, 2019",50.4,49.94,50.3,49.94,0.01K,+1.00%
"Oct 15, 2019",49.9,50.35,50.35,50.35,0.01K,+0.18%
"Oct 14, 2019",49.81,49.81,49.81,49.81,,-0.16%
"Oct 11, 2019",49.89,49.85,49.85,49.85,0.02K,+2.59%
"Oct 10, 2019",48.63,48.63,48.63,48.63,0.00K,+0.19%
"Oct 09, 2019",48.54,48.54,48.54,48.54,0.00K,+0.50%
"Oct 08, 2019",48.3,48.3,48.3,48.3,0.00K,-0.08%
"Oct 07, 2019",48.34,48.25,48.25,48.25,0.01K,-0.29%
"Oct 04, 2019",48.48,48.48,48.48,48.48,0.00K,+0.48%
"Oct 03, 2019",48.25,48,48,48,0.01K,-1.37%
"Oct 02, 2019",48.92,49.2,49.2,49.1,0.01K,-0.87%
"Oct 01, 2019",49.35,49.35,49.35,49.35,0.00K,-0.50%
"Sep 30, 2019",49.6,49.6,49.6,49.6,0.00K,+0.02%
"Sep 27, 2019",49.59,49.59,49.59,49.59,0.00K,-1.29%
"Sep 26, 2019",50.24,50.24,50.24,50.24,,+0.42%
"Sep 25, 2019",50.03,50.03,50.03,50.03,,-1.67%
"Sep 24, 2019",50.88,51.2,51.2,51.2,0.00K,-0.61%
"Sep 23, 2019",51.19,51.19,51.19,51.19,,-1.42%
"Sep 20, 2019",51.93,51.93,51.93,51.93,,+0.93%
"Sep 19, 2019",51.45,51.7,51.7,51.7,0.00K,+0.88%
"Sep 18, 2019",51,51.01,51.01,51.01,0.00K,-2.86%
"Sep 17, 2019",52.5,52.75,52.75,52.75,0.01K,-0.53%
"Sep 16, 2019",52.78,52.5,53,52.5,0.00K,+1.91%
"Sep 13, 2019",51.79,51.79,51.79,51.79,0.00K,+0.97%
"Sep 12, 2019",51.29,51.29,51.29,51.29,0.00K,-1.52%
"Sep 11, 2019",52.08,52.75,52.75,51.25,0.02K,+1.92%
"Sep 10, 2019",51.1,50.25,51,50.25,0.01K,+4.18%
"Sep 09, 2019",49.05,49.05,49.05,49.05,,+0.64%
"Sep 06, 2019",48.74,48.74,48.74,48.74,,+0.95%
"Sep 05, 2019",48.28,48.75,48.75,48.75,0.01K,-0.64%
"Sep 04, 2019",48.59,48.8,48.8,48.8,0.00K,+1.02%
"Sep 03, 2019",48.1,48.1,48.1,48.1,0.00K,+0.21%
"Sep 02, 2019",48,48,48,48,0.00K,-3.52%
"Aug 30, 2019",49.75,49.75,49.75,49.75,0.00K,+2.07%
"Aug 29, 2019",48.74,48.74,48.74,48.74,,+0.47%
"Aug 28, 2019",48.51,48.35,48.35,48.35,0.02K,+1.17%
"Aug 27, 2019",47.95,47.95,47.95,47.95,0.01K,-1.64%
"Aug 26, 2019",48.75,48.85,48.85,48.75,0.01K,+0.76%
"Aug 23, 2019",48.38,48.25,48.25,48.25,0.00K,-1.87%
"Aug 22, 2019",49.3,49.3,49.3,49.3,0.01K,+0.04%
"Aug 21, 2019",49.28,49.28,49.28,49.28,,-0.75%
"Aug 20, 2019",49.65,49.65,49.65,49.65,0.00K,0.00%
"Aug 19, 2019",49.65,49.65,49.65,49.65,,+0.51%
"Aug 16, 2019",49.4,49.4,49.4,49.4,0.00K,-0.14%
"Aug 15, 2019",49.47,49.75,49.75,49.75,0.00K,-0.48%
"Aug 14, 2019",49.71,50.3,50.3,50.3,0.01K,-0.48%
"Aug 13, 2019",49.95,49.95,49.95,49.95,0.00K,-0.32%
"Aug 12, 2019",50.11,50.11,50.11,50.11,0.00K,-1.57%
"Aug 09, 2019",50.91,50.91,50.91,50.91,0.00K,-0.25%
"Aug 08, 2019",51.04,51.04,51.04,51.04,0.01K,+0.47%
"Aug 07, 2019",50.8,50.8,50.8,50.8,0.00K,-0.97%
"Aug 06, 2019",51.3,51.2,51.2,51.2,0.01K,-0.81%
"Aug 05, 2019",51.72,52.25,52.25,52.25,0.01K,-2.60%
"Aug 02, 2019",53.1,52.9,52.9,52.9,0.01K,+0.23%
"Aug 01, 2019",52.98,52.55,52.55,52.55,0.01K,+1.71%
"Jul 31, 2019",52.09,52.09,52.09,52.09,0.00K,+0.50%
"Jul 30, 2019",51.83,51.83,51.83,51.83,0.01K,-1.71%
"Jul 29, 2019",52.73,52.73,52.73,52.73,,+0.38%
"Jul 26, 2019",52.53,52.53,52.53,52.53,,-1.63%
"Jul 25, 2019",53.4,53.73,53.73,53.73,0.01K,-0.02%
"Jul 24, 2019",53.41,53.41,53.41,53.41,,-1.29%
"Jul 23, 2019",54.11,54.15,54.15,54.15,0.01K,+1.18%
"Jul 22, 2019",53.48,53.48,53.48,53.48,,+0.28%
"Jul 19, 2019",53.33,53.33,53.33,53.33,,+1.97%
"Jul 18, 2019",52.3,52.3,52.3,52.3,0.00K,-0.70%
"Jul 17, 2019",52.67,52.67,52.67,52.67,,-0.83%
"Jul 16, 2019",53.11,53.9,53.9,53.9,0.01K,-2.66%
"Jul 15, 2019",54.56,54.4,54.4,54.4,0.01K,+1.94%
"Jul 12, 2019",53.52,53.25,53.75,53.25,0.01K,+1.00%
"Jul 11, 2019",52.99,52.99,52.99,52.99,0.03K,+2.12%
"Jul 10, 2019",51.89,51.89,51.89,51.89,0.01K,+1.53%
"Jul 09, 2019",51.11,51.11,51.11,51.11,,-0.72%
"Jul 08, 2019",51.48,51.35,51.6,51.35,0.01K,+1.56%
"Jul 05, 2019",50.69,50.69,50.69,50.69,0.01K,+1.69%
"Jul 04, 2019",49.85,49.85,49.85,49.85,0.01K,-0.40%
"Jul 03, 2019",50.05,50.4,50.4,50.4,0.03K,-2.25%
"Jul 02, 2019",51.2,51.2,51.2,51.2,0.05K,-0.25%
"Jul 01, 2019",51.33,51.33,51.33,51.33,0.00K,+0.96%
"Jun 28, 2019",50.84,50.84,50.84,50.84,0.00K,-0.70%
"Jun 27, 2019",51.2,51.2,51.2,51.2,0.01K,-0.19%
"Jun 26, 2019",51.3,51.3,51.3,51.3,0.02K,+0.45%
"Jun 25, 2019",51.07,51.07,51.07,51.07,0.00K,-0.18%
"Jun 24, 2019",51.16,50.45,50.45,50.45,0.01K,+3.02%
"Jun 21, 2019",49.66,49.66,49.66,49.66,,+1.31%
"Jun 20, 2019",49.02,49.02,49.02,49.02,,-0.02%
"Jun 19, 2019",49.03,49.03,49.03,49.03,,-1.31%
"Jun 18, 2019",49.68,49.55,49.55,49.55,0.00K,-0.10%
"Jun 17, 2019",49.73,49.73,49.73,49.73,,+0.10%
"Jun 14, 2019",49.68,49.68,49.68,49.68,0.00K,-0.52%
"Jun 13, 2019",49.94,49.94,49.94,49.94,,+1.28%
"Jun 12, 2019",49.31,49.31,49.31,49.31,,-1.44%
"Jun 11, 2019",50.03,50.03,50.03,50.03,,+0.44%
"Jun 10, 2019",49.81,49.81,49.81,49.81,,0.00%
"Jun 07, 2019",49.81,49.81,49.81,49.81,0.01K,+1.10%
"Jun 06, 2019",49.27,49.27,49.27,49.27,0.00K,-0.30%
"Jun 05, 2019",49.42,49.42,49.42,49.42,0.00K,+0.98%
"Jun 04, 2019",48.94,48.94,48.94,48.94,0.00K,+0.62%
"Jun 03, 2019",48.64,48.64,48.64,48.64,0.00K,-1.56%
"May 31, 2019",49.41,49.25,49.25,49.25,0.01K,-2.31%
"May 30, 2019",50.58,50.58,50.58,50.58,,-0.98%
"May 29, 2019",51.08,51.08,51.08,51.08,0.00K,+0.31%
"May 28, 2019",50.92,50.92,50.92,50.92,,-0.45%
"May 27, 2019",51.15,51.15,51.15,51.15,,+0.69%
"May 24, 2019",50.8,50.8,50.8,50.8,,-0.49%
"May 23, 2019",51.05,51.2,51.2,51.2,0.01K,-0.74%
"May 22, 2019",51.43,51.2,51.2,51.2,0.01K,+2.14%
"May 21, 2019",50.35,50.35,50.35,50.35,0.00K,-0.69%
"May 20, 2019",50.7,50.7,50.7,50.7,0.00K,-0.10%
"May 17, 2019",50.75,50.75,50.75,50.75,,-2.12%
"May 16, 2019",51.85,51.85,51.85,51.85,,+0.70%
"May 15, 2019",51.49,51.49,51.49,51.49,0.00K,+1.16%
"May 14, 2019",50.9,50.9,50.9,50.9,,-1.07%
"May 13, 2019",51.45,51.45,51.45,51.45,,-0.12%
"May 10, 2019",51.51,51.51,51.51,51.51,,-1.90%
"May 09, 2019",52.51,52.51,52.51,52.51,,+0.21%
"May 08, 2019",52.4,52.4,52.4,52.4,0.00K,+0.58%
"May 07, 2019",52.1,52.1,52.1,52.1,0.01K,+1.46%
"May 06, 2019",51.35,51.35,51.35,51.35,,+0.88%
"May 03, 2019",50.9,50.9,50.9,50.9,,+0.20%
"May 02, 2019",50.8,50.8,50.8,50.8,0.04K,-2.59%
"Apr 30, 2019",52.15,52.1,52.1,52.1,0.01K,-0.57%
"Apr 29, 2019",52.45,52.45,52.45,52.45,,+0.02%
"Apr 26, 2019",52.44,52.44,52.44,52.44,,-0.64%
"Apr 25, 2019",52.78,52.78,52.78,52.78,,-0.06%
"Apr 24, 2019",52.81,52.81,52.81,52.81,,-0.64%
"Apr 23, 2019",53.15,53.15,53.15,53.15,,+0.28%
"Apr 18, 2019",53,53.3,53.3,53.3,0.00K,-0.80%
"Apr 17, 2019",53.43,53.43,53.43,53.43,0.00K,+1.23%
"Apr 16, 2019",52.78,52.78,52.78,52.78,0.00K,-1.03%
"Apr 15, 2019",53.33,53.45,53.45,53.45,0.01K,-0.50%
"Apr 12, 2019",53.6,53.82,53.82,53.82,0.00K,+0.77%
"Apr 11, 2019",53.19,53.19,53.19,53.19,0.00K,-1.68%
"Apr 10, 2019",54.1,54,54,54,0.00K,+3.34%
"Apr 09, 2019",52.35,52.35,52.35,52.35,0.00K,+0.31%
"Apr 08, 2019",52.19,51.92,51.92,51.92,0.01K,+0.13%
"Apr 05, 2019",52.12,51.5,51.5,51.5,0.01K,+2.60%
"Apr 04, 2019",50.8,50.8,50.8,50.8,0.01K,+3.25%
"Apr 03, 2019",49.2,48.85,48.85,48.85,0.01K,+2.35%
"Apr 02, 2019",48.07,48.3,48.3,48.3,0.01K,-0.39%
"Apr 01, 2019",48.26,48.4,48.4,48.1,0.01K,-1.03%
"Mar 29, 2019",48.76,48.76,48.76,48.76,,-2.25%
"Mar 28, 2019",49.88,49.88,49.88,49.88,,+0.58%
"Mar 27, 2019",49.59,49.3,49.6,49.3,0.02K,+2.40%
"Mar 26, 2019",48.43,48,48.55,48,0.02K,+1.53%
"Mar 25, 2019",47.7,47.7,47.7,47.7,0.00K,-0.31%
"Mar 22, 2019",47.85,47.85,47.85,47.85,,-1.08%
"Mar 21, 2019",48.37,48.37,48.37,48.37,0.00K,+0.10%
"Mar 20, 2019",48.32,48.05,48.05,48.05,0.01K,-0.02%
"Mar 19, 2019",48.33,48.33,48.33,48.33,0.01K,+0.48%
"Mar 18, 2019",48.1,48.1,48.1,48.1,0.00K,-2.18%
"Mar 15, 2019",49.17,49.5,49.5,49.5,0.01K,-1.95%
"Mar 14, 2019",50.15,50.1,50.1,50.1,0.01K,+0.74%
"Mar 13, 2019",49.78,49.85,49.85,49.85,0.01K,-3.25%
"Mar 12, 2019",51.45,51,51.2,51,0.02K,+0.68%
"Mar 11, 2019",51.1,51.1,51.1,51.1,,-0.66%
"Mar 08, 2019",51.44,51.44,51.44,51.44,0.00K,+0.18%
"Mar 07, 2019",51.35,51.35,51.35,51.35,0.00K,-0.37%
"Mar 06, 2019",51.54,51.54,51.54,51.54,0.00K,-0.96%
"Mar 05, 2019",52.04,52.2,52.2,52.2,0.01K,-1.03%
"Mar 04, 2019",52.58,52.15,52.45,52.15,0.01K,+0.96%
"Mar 01, 2019",52.08,51.55,51.55,51.55,0.02K,+1.48%
"Feb 28, 2019",51.32,50.65,50.65,50.65,0.01K,+2.21%
"Feb 27, 2019",50.21,50.1,50.65,50.1,0.02K,+1.99%
"Feb 26, 2019",49.23,49.55,49.55,49.45,0.01K,+0.59%
"Feb 25, 2019",48.94,48.58,48.58,48.58,0.00K,-0.45%
"Feb 22, 2019",49.16,49,49,49,0.01K,-0.79%
"Feb 21, 2019",49.55,49.95,49.95,49.95,0.01K,-1.20%
"Feb 20, 2019",50.15,50.5,50.5,50.5,0.02K,+1.17%
"Feb 19, 2019",49.57,49.8,49.8,49.8,0.02K,+0.12%
"Feb 18, 2019",49.51,49.51,49.51,49.51,,-0.38%
"Feb 15, 2019",49.7,49.35,49.7,49.35,0.01K,+0.75%
"Feb 14, 2019",49.33,50,50.25,49.4,0.02K,+0.08%
"Feb 13, 2019",49.29,49.25,49.45,49.1,0.03K,-1.48%
"Feb 12, 2019",50.03,50.5,50.5,50.25,0.02K,-0.85%
"Feb 11, 2019",50.46,50.45,50.45,50.45,0.01K,-1.54%
"Feb 08, 2019",51.25,51.25,51.25,51.25,0.00K,-2.01%
"Feb 07, 2019",52.3,52.3,52.3,52.3,,-1.12%
"Feb 06, 2019",52.89,52.89,52.89,52.89,0.06K,+1.71%
"Feb 05, 2019",52,52.15,52.15,52.15,0.01K,+1.33%
"Feb 04, 2019",51.32,51.32,51.32,51.32,0.00K,-1.97%
"Feb 01, 2019",52.35,52.1,52.1,51.55,0.01K,+0.29%
"Jan 31, 2019",52.2,52.2,52.2,52.2,0.01K,-1.88%
"Jan 30, 2019",53.2,53.2,53.2,53.2,0.01K,-0.06%
"Jan 29, 2019",53.23,52.95,52.95,52.95,0.01K,+0.15%
"Jan 28, 2019",53.15,53.25,53.25,53.25,0.01K,-1.12%
"Jan 25, 2019",53.75,53.7,53.7,53.7,0.00K,-1.47%
"Jan 24, 2019",54.55,54.55,54.55,54.55,0.00K,-1.21%
"Jan 23, 2019",55.22,55.75,55.75,55.75,0.01K,+0.40%
"Jan 22, 2019",55,54.75,55.15,54.75,0.02K,+2.04%
"Jan 21, 2019",53.9,53.9,53.9,53.9,0.00K,-2.39%
"Jan 18, 2019",55.22,55.15,55.22,55.15,0.02K,+1.23%
"Jan 17, 2019",54.55,54.1,54.35,54.1,0.04K,+3.55%
"Jan 16, 2019",52.68,52.85,53.1,52.85,0.02K,+1.60%
"Jan 15, 2019",51.85,51.85,51.85,51.85,,+0.39%
"Jan 14, 2019",51.65,51.65,51.65,51.65,,-1.41%
"Jan 11, 2019",52.39,52.39,52.39,52.39,0.00K,+1.28%
"Jan 10, 2019",51.73,51.73,51.73,51.73,0.00K,-0.21%
"Jan 09, 2019",51.84,51.9,52,51.9,0.01K,-0.97%
"Jan 08, 2019",52.35,52.35,52.35,52.35,0.00K,+1.37%
"Jan 07, 2019",51.64,51.64,51.64,51.64,0.00K,-2.82%
"Jan 04, 2019",53.14,53.14,53.14,53.14,0.00K,+0.59%
"Jan 03, 2019",52.83,53,53,52.5,0.02K,-3.15%
"Jan 02, 2019",54.55,55.1,55.1,55.1,0.01K,-0.55%
"Dec 28, 2018",54.85,55,55,54.8,0.02K,-8.11%
"Dec 27, 2018",59.69,59.69,59.69,59.69,,-1.18%
"Dec 21, 2018",60.4,60.4,60.4,60.4,,+0.10%
"Dec 20, 2018",60.34,60.34,60.34,60.34,0.01K,-0.76%
"Dec 19, 2018",60.8,61,61,61,0.00K,+1.08%
"Dec 18, 2018",60.15,60.15,60.15,60.15,,-1.54%
"Dec 17, 2018",61.09,61.09,61.09,61.09,0.01K,+1.14%
"Dec 14, 2018",60.4,60.4,60.4,60.4,0.02K,+2.15%
"Dec 13, 2018",59.13,59.13,59.13,59.13,,+1.37%
"Dec 12, 2018",58.33,57.9,57.9,57.9,0.01K,+1.64%
"Dec 11, 2018",57.39,57.39,57.39,57.39,,+0.83%
"Dec 10, 2018",56.92,56.92,56.92,56.92,,+0.26%
"Dec 07, 2018",56.77,56.77,56.77,56.77,0.00K,+0.04%
"Dec 06, 2018",56.75,56.75,56.75,56.75,0.01K,-0.68%
"Dec 05, 2018",57.14,57.15,57.15,57.15,0.01K,-0.71%
"Dec 04, 2018",57.55,57.55,57.55,57.55,,-1.03%
"Dec 03, 2018",58.15,58.15,58.15,58.15,,+1.03%
"Nov 30, 2018",57.56,57.56,57.56,57.56,0.01K,+0.37%
"Nov 29, 2018",57.35,57.55,57.55,57.55,0.02K,+0.65%
"Nov 28, 2018",56.98,56.98,56.98,56.98,0.01K,-0.97%
"Nov 27, 2018",57.54,57.1,57.1,57.1,0.01K,+2.02%
"Nov 26, 2018",56.4,56.4,56.4,56.4,0.01K,-2.03%
"Nov 23, 2018",57.57,57.57,57.57,57.57,,+0.30%
"Nov 22, 2018",57.4,57.4,57.4,57.4,,+0.53%
"Nov 21, 2018",57.1,56.85,56.85,56.85,0.02K,+0.26%
"Nov 20, 2018",56.95,56.8,56.8,56.8,0.01K,+0.80%
"Nov 19, 2018",56.5,56.7,56.7,56.7,0.01K,-4.04%
"Nov 16, 2018",58.88,58.88,58.88,58.88,0.00K,+0.05%
"Nov 15, 2018",58.85,58.05,58.05,58.05,0.01K,+0.22%
"Nov 14, 2018",58.72,59.05,59.05,59.05,0.01K,-1.23%
"Nov 13, 2018",59.45,58.7,58.7,58.7,0.01K,0.00%
"Nov 12, 2018",59.45,59.4,59.4,59.4,0.01K,+4.30%
"Nov 09, 2018",57,57,57,57,,-0.97%
"Nov 08, 2018",57.56,57.95,57.95,57.7,0.02K,+1.79%
"Nov 07, 2018",56.55,56.55,56.55,56.55,,+2.63%
"Nov 06, 2018",55.1,54.9,54.98,54.9,0.02K,+0.07%
"Nov 05, 2018",55.06,55.06,55.06,55.06,,-0.05%
"Nov 02, 2018",55.09,54.8,54.8,54.8,0.00K,+0.90%
"Nov 01, 2018",54.6,55,55,55,0.00K,-2.12%
"Oct 31, 2018",55.78,55.78,55.78,55.78,,-0.38%
"Oct 30, 2018",55.99,57.05,57.05,56.35,0.01K,-2.56%
"Oct 29, 2018",57.46,57.5,57.55,57.1,0.02K,-1.53%
"Oct 26, 2018",58.35,58.35,58.35,58.35,,-1.27%
"Oct 25, 2018",59.1,59.1,59.1,59.1,,-1.17%
"Oct 24, 2018",59.8,59.8,59.8,59.8,,+0.95%
